Date,nltk_polarity
2022-06-06 04:13:00+00:00,0.16399999999999998
2022-06-06 04:14:00+00:00,0.04516666666666667
2022-06-06 04:15:00+00:00,-0.005492857142857128
2022-06-06 04:16:00+00:00,0.005923529411764694
2022-06-06 04:17:00+00:00,0.22524
2022-06-06 04:18:00+00:00,0.08704285714285713
2022-06-06 04:19:00+00:00,0.22247391304347827
2022-06-06 04:20:00+00:00,0.08802307692307693
2022-06-06 04:21:00+00:00,0.059899999999999995
2022-06-06 04:22:00+00:00,0.30887857142857145
2022-06-06 04:23:00+00:00,0.1685916666666667
2022-06-06 04:24:00+00:00,0.3665083333333334
2022-06-06 04:25:00+00:00,-0.0069416666666666516
2022-06-06 04:26:00+00:00,-0.0014416666666666837
2022-06-06 04:27:00+00:00,0.20350000000000001
2022-06-06 04:28:00+00:00,0.2185
2022-06-06 04:29:00+00:00,0.1711769230769231
2022-06-06 04:30:00+00:00,0.03040454545454546
2022-06-06 04:31:00+00:00,-0.0831888888888889
2022-06-06 04:32:00+00:00,0.15832916666666666
2022-06-06 04:33:00+00:00,0.023065000000000013
2022-06-06 04:34:00+00:00,0.14140000000000003
2022-06-06 04:35:00+00:00,0.08039999999999999
2022-06-06 04:36:00+00:00,0.41995
2022-06-06 04:37:00+00:00,-0.004061538461538463
2022-06-06 04:38:00+00:00,0.31459166666666666
2022-06-06 04:39:00+00:00,0.06781111111111111
2022-06-06 04:40:00+00:00,0.18966521739130435
2022-06-06 04:41:00+00:00,0.1313235294117647
2022-06-06 04:42:00+00:00,-0.01418666666666667
2022-06-06 04:43:00+00:00,0.1748294117647059
2022-06-06 04:44:00+00:00,0.11034545454545454
2022-06-06 04:45:00+00:00,0.30505499999999997
2022-06-06 04:46:00+00:00,0.17961538461538462
2022-06-06 04:47:00+00:00,0.03126000000000002
2022-06-06 04:48:00+00:00,0.2763333333333333
2022-06-06 04:49:00+00:00,0.28565
2022-06-06 04:50:00+00:00,-0.06636923076923076
2022-06-06 04:51:00+00:00,0.17908
2022-06-06 04:52:00+00:00,0.0672875
2022-06-06 04:53:00+00:00,0.08419411764705882
2022-06-06 04:54:00+00:00,-0.08992307692307693
2022-06-06 04:55:00+00:00,0.28745454545454546
2022-06-06 04:56:00+00:00,0.4473181818181819
2022-06-06 04:57:00+00:00,0.15195714285714287
2022-06-06 04:58:00+00:00,0.10166923076923078
2022-06-06 04:59:00+00:00,0.11126666666666667
2022-06-06 05:00:00+00:00,0.09937272727272727
2022-06-06 05:01:00+00:00,-0.07583749999999999
