date,close
2022-06-06 10:00:59.999,2505.81
2022-06-06 10:01:59.999,2501.3
2022-06-06 10:02:59.999,2502.62
2022-06-06 10:03:59.999,2504.98
2022-06-06 10:04:59.999,2506.46
2022-06-06 10:05:59.999,2508.03
2022-06-06 10:06:59.999,2508.03
2022-06-06 10:07:59.999,2506.45
2022-06-06 10:08:59.999,2510.15
2022-06-06 10:09:59.999,2508.03
2022-06-06 10:10:59.999,2511.3
2022-06-06 10:11:59.999,2512.09
2022-06-06 10:12:59.999,2507.49
2022-06-06 10:13:59.999,2507.49
2022-06-06 10:14:59.999,2506.39
2022-06-06 10:15:59.999,2507.57
2022-06-06 10:16:59.999,2505.78
2022-06-06 10:17:59.999,2505.52
2022-06-06 10:18:59.999,2509.81
2022-06-06 10:19:59.999,2513.45
2022-06-06 10:20:59.999,2516.03
2022-06-06 10:21:59.999,2514.63
2022-06-06 10:22:59.999,2518.31
2022-06-06 10:23:59.999,2518.31
2022-06-06 10:24:59.999,2518.0
2022-06-06 10:25:59.999,2518.0
2022-06-06 10:26:59.999,2517.1
2022-06-06 10:27:59.999,2517.79
2022-06-06 10:28:59.999,2515.91
2022-06-06 10:29:59.999,2513.96
2022-06-06 10:30:59.999,2516.9
2022-06-06 10:31:59.999,2517.81
2022-06-06 10:32:59.999,2519.5
2022-06-06 10:33:59.999,2522.11
2022-06-06 10:34:59.999,2523.24
2022-06-06 10:35:59.999,2523.3
2022-06-06 10:36:59.999,2520.3
2022-06-06 10:37:59.999,2521.84
2022-06-06 10:38:59.999,2521.02
2022-06-06 10:39:59.999,2521.72
2022-06-06 10:40:59.999,2523.89
2022-06-06 10:41:59.999,2526.19
2022-06-06 10:42:59.999,2526.23
2022-06-06 10:43:59.999,2526.64
2022-06-06 10:44:59.999,2528.01
2022-06-06 10:45:59.999,2525.7
2022-06-06 10:46:59.999,2525.17
2022-06-06 10:47:59.999,2530.33
2022-06-06 10:48:59.999,2544.92
2022-06-06 10:49:59.999,2550.87
2022-06-06 10:50:59.999,2552.54
2022-06-06 10:51:59.999,2548.28
2022-06-06 10:52:59.999,2546.8
2022-06-06 10:53:59.999,2542.59
2022-06-06 10:54:59.999,2542.59
2022-06-06 10:55:59.999,2542.59
2022-06-06 10:56:59.999,2545.5
2022-06-06 10:57:59.999,2543.94
2022-06-06 10:58:59.999,2546.12
2022-06-06 10:59:59.999,2546.12
2022-06-06 11:00:59.999,2546.15
2022-06-06 11:01:59.999,2549.73
2022-06-06 11:02:59.999,2549.35
2022-06-06 11:03:59.999,2550.12
2022-06-06 11:04:59.999,2551.94
2022-06-06 11:05:59.999,2555.51
2022-06-06 11:06:59.999,2555.51
2022-06-06 11:07:59.999,2557.32
2022-06-06 11:08:59.999,2558.07
2022-06-06 11:09:59.999,2558.07
2022-06-06 11:10:59.999,2553.67
2022-06-06 11:11:59.999,2556.09
2022-06-06 11:12:59.999,2555.56
2022-06-06 11:13:59.999,2557.82
2022-06-06 11:14:59.999,2558.15
2022-06-06 11:15:59.999,2560.82
2022-06-06 11:16:59.999,2562.6
