date,close
2022-06-06 10:00:59.999,53.46
2022-06-06 10:01:59.999,53.46
2022-06-06 10:02:59.999,53.27
2022-06-06 10:03:59.999,53.23
2022-06-06 10:04:59.999,53.23
2022-06-06 10:05:59.999,53.65
2022-06-06 10:06:59.999,53.65
2022-06-06 10:07:59.999,53.65
2022-06-06 10:08:59.999,53.65
2022-06-06 10:09:59.999,53.48
2022-06-06 10:10:59.999,53.78
2022-06-06 10:11:59.999,53.78
2022-06-06 10:12:59.999,53.6
2022-06-06 10:13:59.999,53.6
2022-06-06 10:14:59.999,53.6
2022-06-06 10:15:59.999,53.6
2022-06-06 10:16:59.999,53.5
2022-06-06 10:17:59.999,53.5
2022-06-06 10:18:59.999,53.5
2022-06-06 10:19:59.999,53.5
2022-06-06 10:20:59.999,53.5
2022-06-06 10:21:59.999,54.01
2022-06-06 10:22:59.999,54.01
2022-06-06 10:23:59.999,54.01
2022-06-06 10:24:59.999,54.01
2022-06-06 10:25:59.999,54.01
2022-06-06 10:26:59.999,54.01
2022-06-06 10:27:59.999,53.9
2022-06-06 10:28:59.999,53.9
2022-06-06 10:29:59.999,53.87
2022-06-06 10:30:59.999,53.95
2022-06-06 10:31:59.999,54.09
2022-06-06 10:32:59.999,54.09
2022-06-06 10:33:59.999,54.41
2022-06-06 10:34:59.999,54.41
2022-06-06 10:35:59.999,54.41
2022-06-06 10:36:59.999,54.19
2022-06-06 10:37:59.999,54.24
2022-06-06 10:38:59.999,54.24
2022-06-06 10:39:59.999,54.12
2022-06-06 10:40:59.999,54.12
2022-06-06 10:41:59.999,54.12
2022-06-06 10:42:59.999,54.12
2022-06-06 10:43:59.999,54.12
2022-06-06 10:44:59.999,54.47
2022-06-06 10:45:59.999,54.47
2022-06-06 10:46:59.999,54.47
2022-06-06 10:47:59.999,54.47
2022-06-06 10:48:59.999,54.78
2022-06-06 10:49:59.999,54.98
2022-06-06 10:50:59.999,55.34
2022-06-06 10:51:59.999,55.34
2022-06-06 10:52:59.999,55.34
