date,close
2022-06-06 10:00:59.999,41483.04
2022-06-06 10:01:59.999,41449.72
2022-06-06 10:02:59.999,41473.54
2022-06-06 10:03:59.999,41485.81
2022-06-06 10:04:59.999,41504.49
2022-06-06 10:05:59.999,41560.0
2022-06-06 10:06:59.999,41551.6
2022-06-06 10:07:59.999,41560.4
2022-06-06 10:08:59.999,41452.46
2022-06-06 10:09:59.999,41500.58
2022-06-06 10:10:59.999,41558.35
2022-06-06 10:11:59.999,41577.39
2022-06-06 10:12:59.999,41549.78
2022-06-06 10:13:59.999,41503.6
2022-06-06 10:14:59.999,41490.51
2022-06-06 10:15:59.999,41497.74
2022-06-06 10:16:59.999,41479.1
2022-06-06 10:17:59.999,41483.0
2022-06-06 10:18:59.999,41530.54
2022-06-06 10:19:59.999,41545.81
2022-06-06 10:20:59.999,41558.81
2022-06-06 10:21:59.999,41578.32
2022-06-06 10:22:59.999,41579.09
2022-06-06 10:23:59.999,41558.54
2022-06-06 10:24:59.999,41588.66
2022-06-06 10:25:59.999,41593.47
2022-06-06 10:26:59.999,41557.93
2022-06-06 10:27:59.999,41565.95
2022-06-06 10:28:59.999,41555.48
2022-06-06 10:29:59.999,41535.25
2022-06-06 10:30:59.999,41571.99
2022-06-06 10:31:59.999,41585.23
2022-06-06 10:32:59.999,41604.94
2022-06-06 10:33:59.999,41662.23
2022-06-06 10:34:59.999,41641.49
2022-06-06 10:35:59.999,41658.03
2022-06-06 10:36:59.999,41641.62
2022-06-06 10:37:59.999,41653.36
2022-06-06 10:38:59.999,41640.15
2022-06-06 10:39:59.999,41635.94
2022-06-06 10:40:59.999,41680.29
2022-06-06 10:41:59.999,41684.49
2022-06-06 10:42:59.999,41701.78
2022-06-06 10:43:59.999,41685.73
2022-06-06 10:44:59.999,41707.19
2022-06-06 10:45:59.999,41695.56
2022-06-06 10:46:59.999,41695.16
2022-06-06 10:47:59.999,41763.65
2022-06-06 10:48:59.999,41919.8
2022-06-06 10:49:59.999,42023.16
2022-06-06 10:50:59.999,42084.62
2022-06-06 10:51:59.999,42033.8
2022-06-06 10:52:59.999,42031.61
2022-06-06 10:53:59.999,41975.52
2022-06-06 10:54:59.999,42033.08
2022-06-06 10:55:59.999,42049.69
2022-06-06 10:56:59.999,42001.07
2022-06-06 10:57:59.999,41986.14
2022-06-06 10:58:59.999,42006.06
2022-06-06 10:59:59.999,42037.82
2022-06-06 11:00:59.999,42043.34
2022-06-06 11:01:59.999,42120.74
2022-06-06 11:02:59.999,42077.07
2022-06-06 11:03:59.999,42091.0
2022-06-06 11:04:59.999,42107.04
2022-06-06 11:05:59.999,42171.84
