Date,nltk_polarity
2022-06-07 02:28:00+00:00,0.29965882352941176
2022-06-07 02:29:00+00:00,0.07257894736842105
2022-06-07 02:30:00+00:00,-0.07307037037037037
2022-06-07 02:31:00+00:00,0.06026
2022-06-07 02:32:00+00:00,0.2105315789473684
2022-06-07 02:33:00+00:00,0.2353214285714286
2022-06-07 02:34:00+00:00,0.06681904761904763
2022-06-07 02:35:00+00:00,0.062083333333333345
2022-06-07 02:36:00+00:00,0.1164
2022-06-07 02:37:00+00:00,0.28410714285714284
2022-06-07 02:38:00+00:00,0.14892500000000003
2022-06-07 02:39:00+00:00,0.11075555555555557
2022-06-07 02:40:00+00:00,0.09077857142857144
2022-06-07 02:41:00+00:00,0.20209999999999997
2022-06-07 02:42:00+00:00,0.12900555555555554
2022-06-07 02:43:00+00:00,0.22324000000000002
2022-06-07 02:44:00+00:00,0.18952857142857144
2022-06-07 02:45:00+00:00,0.30001666666666665
2022-06-07 02:46:00+00:00,0.39556470588235293
2022-06-07 02:47:00+00:00,0.13820416666666666
2022-06-07 02:48:00+00:00,-0.01606363636363636
2022-06-07 02:49:00+00:00,0.2288
2022-06-07 02:50:00+00:00,0.18700000000000003
2022-06-07 02:51:00+00:00,0.273221052631579
2022-06-07 02:52:00+00:00,0.21162727272727275
2022-06-07 02:53:00+00:00,0.22217916666666668
2022-06-07 02:54:00+00:00,0.03786470588235295
2022-06-07 02:55:00+00:00,0.0532909090909091
2022-06-07 02:56:00+00:00,0.1546529411764706
2022-06-07 02:57:00+00:00,0.25804
2022-06-07 02:58:00+00:00,0.025480000000000003
2022-06-07 02:59:00+00:00,0.28136
2022-06-07 03:00:00+00:00,0.1609
2022-06-07 03:01:00+00:00,0.258115
2022-06-07 03:02:00+00:00,0.18914444444444445
2022-06-07 03:03:00+00:00,0.08921764705882353
2022-06-07 03:04:00+00:00,0.11713684210526316
2022-06-07 03:05:00+00:00,0.2427294117647059
2022-06-07 03:06:00+00:00,0.1896615384615385
2022-06-07 03:07:00+00:00,0.07443529411764706
2022-06-07 03:08:00+00:00,0.19301153846153846
2022-06-07 03:09:00+00:00,0.08957999999999999
2022-06-07 03:10:00+00:00,-0.043065217391304346
2022-06-07 03:11:00+00:00,0.21554615384615386
2022-06-07 03:12:00+00:00,0.07130833333333335
2022-06-07 03:13:00+00:00,-0.0031749999999999973
2022-06-07 03:14:00+00:00,0.19447857142857145
2022-06-07 03:15:00+00:00,-0.131888
2022-06-07 03:16:00+00:00,0.10647727272727274
2022-06-07 03:17:00+00:00,0.07276363636363636
2022-06-07 03:18:00+00:00,0.264115
2022-06-07 03:19:00+00:00,0.09399333333333333
2022-06-07 03:20:00+00:00,0.17304444444444445
2022-06-07 03:21:00+00:00,0.25744285714285714
2022-06-07 03:22:00+00:00,0.20274666666666666
2022-06-07 03:23:00+00:00,0.3264769230769231
2022-06-07 03:24:00+00:00,0.1671
2022-06-07 03:25:00+00:00,0.18598666666666666
2022-06-07 03:26:00+00:00,-0.09065454545454546
2022-06-07 03:27:00+00:00,0.2022142857142857
2022-06-07 03:28:00+00:00,0.22951818181818184
2022-06-07 03:29:00+00:00,-0.2102090909090909
2022-06-07 03:30:00+00:00,0.1187
2022-06-07 03:31:00+00:00,-0.23908333333333331
2022-06-07 03:32:00+00:00,0.14295238095238097
2022-06-07 03:33:00+00:00,0.18095
2022-06-07 03:34:00+00:00,0.22783333333333333
2022-06-07 03:35:00+00:00,0.221305
2022-06-07 03:36:00+00:00,0.17870476190476192
2022-06-07 03:37:00+00:00,-0.10276666666666666
2022-06-07 03:38:00+00:00,0.17592500000000003
2022-06-07 03:39:00+00:00,0.08188750000000002
2022-06-07 03:40:00+00:00,0.274275
2022-06-07 03:41:00+00:00,0.1603315789473684
2022-06-07 03:42:00+00:00,0.18115333333333336
2022-06-07 03:43:00+00:00,0.20121428571428573
2022-06-07 03:44:00+00:00,0.18943749999999998
2022-06-07 03:45:00+00:00,0.1594357142857143
2022-06-07 03:46:00+00:00,0.04124705882352941
2022-06-07 03:47:00+00:00,-0.1335
2022-06-07 03:48:00+00:00,0.1884142857142857
2022-06-07 03:49:00+00:00,0.20395384615384612
2022-06-07 03:50:00+00:00,0.1923913043478261
2022-06-07 03:51:00+00:00,-0.033505
2022-06-07 03:52:00+00:00,0.26613
2022-06-07 03:53:00+00:00,0.10668095238095238
2022-06-07 03:54:00+00:00,-0.06234666666666666
2022-06-07 03:55:00+00:00,0.34154999999999996
2022-06-07 03:56:00+00:00,0.298375
2022-06-07 03:57:00+00:00,0.028171428571428576
2022-06-07 03:58:00+00:00,-0.21647272727272726
2022-06-07 03:59:00+00:00,0.11273333333333334
2022-06-07 04:00:00+00:00,0.11211176470588236
2022-06-07 04:01:00+00:00,0.37381176470588234
2022-06-07 04:02:00+00:00,0.07395454545454547
2022-06-07 04:03:00+00:00,0.134275
2022-06-07 04:04:00+00:00,0.147925
2022-06-07 04:05:00+00:00,0.09785263157894737
2022-06-07 04:06:00+00:00,0.00931333333333333
2022-06-07 04:07:00+00:00,0.16818181818181818
2022-06-07 04:08:00+00:00,0.20233529411764706
2022-06-07 04:09:00+00:00,0.07605
2022-06-07 04:10:00+00:00,0.09141538461538462
